2019-12-30 15:44:06 INFO     Arguments:
2019-12-30 15:44:06 INFO     	dataset = coco2017
2019-12-30 15:44:06 INFO     	backbone = resnet50
2019-12-30 15:44:06 INFO     	data_dir = ./data
2019-12-30 15:44:06 INFO     	outputs_dir = ./outputs
2019-12-30 15:44:06 INFO     	resume_checkpoint = None
2019-12-30 15:44:06 INFO     	image_min_side = 800.0
2019-12-30 15:44:06 INFO     	image_max_side = 1333.0
2019-12-30 15:44:06 INFO     	anchor_ratios = None
2019-12-30 15:44:06 INFO     	anchor_sizes = [64, 128, 256, 512]
2019-12-30 15:44:06 INFO     	pooler_mode = None
2019-12-30 15:44:06 INFO     	rpn_pre_nms_top_n = None
2019-12-30 15:44:06 INFO     	rpn_post_nms_top_n = None
2019-12-30 15:44:06 INFO     	anchor_smooth_l1_loss_beta = 0.1111
2019-12-30 15:44:06 INFO     	proposal_smooth_l1_loss_beta = None
2019-12-30 15:44:06 INFO     	batch_size = 4
2019-12-30 15:44:06 INFO     	learning_rate = 0.005
2019-12-30 15:44:06 INFO     	momentum = None
2019-12-30 15:44:06 INFO     	weight_decay = 0.0001
2019-12-30 15:44:06 INFO     	step_lr_sizes = [24000, 32000]
2019-12-30 15:44:06 INFO     	step_lr_gamma = None
2019-12-30 15:44:06 INFO     	warm_up_factor = None
2019-12-30 15:44:06 INFO     	warm_up_num_iters = None
2019-12-30 15:44:06 INFO     	num_steps_to_display = None
2019-12-30 15:44:06 INFO     	num_steps_to_snapshot = 8000
2019-12-30 15:44:06 INFO     	num_steps_to_finish = 36000
2019-12-30 15:44:06 INFO     
Config:
	ANCHOR_RATIOS = [(1, 2), (1, 1), (2, 1)]
	ANCHOR_SIZES = [64, 128, 256, 512]
	ANCHOR_SMOOTH_L1_LOSS_BETA = 0.1111
	BATCH_SIZE = 4
	IMAGE_MAX_SIDE = 1333.0
	IMAGE_MIN_SIDE = 800.0
	LEARNING_RATE = 0.005
	MOMENTUM = 0.9
	NUM_STEPS_TO_DISPLAY = 20
	NUM_STEPS_TO_FINISH = 36000
	NUM_STEPS_TO_SNAPSHOT = 8000
	POOLER_MODE = Mode.ALIGN
	PROPOSAL_SMOOTH_L1_LOSS_BETA = 1.0
	RPN_POST_NMS_TOP_N = 2000
	RPN_PRE_NMS_TOP_N = 12000
	STEP_LR_GAMMA = 0.1
	STEP_LR_SIZES = [24000, 32000]
	WARM_UP_FACTOR = 0.3333
	WARM_UP_NUM_ITERS = 500
	WEIGHT_DECAY = 0.0001

2019-12-30 15:44:08 INFO     Found 28158 samples
2019-12-30 15:44:14 INFO     Start training with 1 GPUs (4 batches per GPU)
2019-12-30 15:44:28 INFO     [Step 20] Avg. Loss = 1.959861, Learning Rate = 0.00179317 (5.76 samples/sec; ETA 6.9 hrs)
2019-12-30 15:47:26 INFO     [Step 400] Avg. Loss = 0.658633, Learning Rate = 0.00432663 (8.53 samples/sec; ETA 4.6 hrs)
2019-12-30 15:47:35 INFO     [Step 420] Avg. Loss = 0.647827, Learning Rate = 0.00445997 (8.59 samples/sec; ETA 4.6 hrs)
2019-12-30 15:47:44 INFO     [Step 440] Avg. Loss = 0.639250, Learning Rate = 0.00459331 (8.55 samples/sec; ETA 4.6 hrs)
2019-12-30 15:47:54 INFO     [Step 460] Avg. Loss = 0.623165, Learning Rate = 0.00472665 (8.62 samples/sec; ETA 4.6 hrs)
2019-12-30 15:48:03 INFO     [Step 480] Avg. Loss = 0.620121, Learning Rate = 0.00485999 (8.56 samples/sec; ETA 4.6 hrs)
2019-12-30 15:48:12 INFO     [Step 500] Avg. Loss = 0.624895, Learning Rate = 0.00499333 (8.51 samples/sec; ETA 4.6 hrs)
2019-12-30 15:48:22 INFO     [Step 520] Avg. Loss = 0.620792, Learning Rate = 0.00500000 (8.47 samples/sec; ETA 4.7 hrs)
2019-12-30 15:48:31 INFO     [Step 540] Avg. Loss = 0.588638, Learning Rate = 0.00500000 (8.62 samples/sec; ETA 4.6 hrs)
2019-12-30 15:48:40 INFO     [Step 560] Avg. Loss = 0.588430, Learning Rate = 0.00500000 (8.52 samples/sec; ETA 4.6 hrs)
2019-12-30 15:48:50 INFO     [Step 580] Avg. Loss = 0.569313, Learning Rate = 0.00500000 (8.55 samples/sec; ETA 4.6 hrs)
2019-12-30 15:48:59 INFO     [Step 600] Avg. Loss = 0.556323, Learning Rate = 0.00500000 (8.52 samples/sec; ETA 4.6 hrs)
2019-12-30 15:49:08 INFO     [Step 620] Avg. Loss = 0.547996, Learning Rate = 0.00500000 (8.57 samples/sec; ETA 4.6 hrs)
2019-12-30 15:49:18 INFO     [Step 640] Avg. Loss = 0.560389, Learning Rate = 0.00500000 (8.69 samples/sec; ETA 4.5 hrs)
2019-12-30 15:49:27 INFO     [Step 660] Avg. Loss = 0.545874, Learning Rate = 0.00500000 (8.56 samples/sec; ETA 4.6 hrs)
2019-12-30 15:49:36 INFO     [Step 680] Avg. Loss = 0.538548, Learning Rate = 0.00500000 (8.52 samples/sec; ETA 4.6 hrs)
2019-12-30 15:49:46 INFO     [Step 700] Avg. Loss = 0.528000, Learning Rate = 0.00500000 (8.59 samples/sec; ETA 4.6 hrs)
2019-12-30 15:49:55 INFO     [Step 720] Avg. Loss = 0.513738, Learning Rate = 0.00500000 (8.59 samples/sec; ETA 4.6 hrs)
2019-12-30 15:50:04 INFO     [Step 740] Avg. Loss = 0.512217, Learning Rate = 0.00500000 (8.69 samples/sec; ETA 4.5 hrs)
2019-12-30 15:50:14 INFO     [Step 760] Avg. Loss = 0.492865, Learning Rate = 0.00500000 (8.61 samples/sec; ETA 4.5 hrs)
2019-12-30 15:50:23 INFO     [Step 780] Avg. Loss = 0.480651, Learning Rate = 0.00500000 (8.59 samples/sec; ETA 4.6 hrs)
2019-12-30 15:50:32 INFO     [Step 800] Avg. Loss = 0.473206, Learning Rate = 0.00500000 (8.59 samples/sec; ETA 4.6 hrs)
2019-12-30 15:50:41 INFO     [Step 820] Avg. Loss = 0.462510, Learning Rate = 0.00500000 (8.60 samples/sec; ETA 4.5 hrs)
2019-12-30 15:50:51 INFO     [Step 840] Avg. Loss = 0.451009, Learning Rate = 0.00500000 (8.54 samples/sec; ETA 4.6 hrs)
2019-12-30 15:51:00 INFO     [Step 860] Avg. Loss = 0.458415, Learning Rate = 0.00500000 (8.61 samples/sec; ETA 4.5 hrs)
2019-12-30 15:51:09 INFO     [Step 880] Avg. Loss = 0.449544, Learning Rate = 0.00500000 (8.62 samples/sec; ETA 4.5 hrs)
2019-12-30 15:51:19 INFO     [Step 900] Avg. Loss = 0.445003, Learning Rate = 0.00500000 (8.60 samples/sec; ETA 4.5 hrs)
2019-12-30 15:51:28 INFO     [Step 920] Avg. Loss = 0.457109, Learning Rate = 0.00500000 (8.51 samples/sec; ETA 4.6 hrs)
2019-12-30 15:51:37 INFO     [Step 940] Avg. Loss = 0.452972, Learning Rate = 0.00500000 (8.53 samples/sec; ETA 4.6 hrs)
2019-12-30 15:51:47 INFO     [Step 960] Avg. Loss = 0.453838, Learning Rate = 0.00500000 (8.54 samples/sec; ETA 4.6 hrs)
2019-12-30 15:51:56 INFO     [Step 980] Avg. Loss = 0.456381, Learning Rate = 0.00500000 (8.57 samples/sec; ETA 4.5 hrs)
2019-12-30 15:52:06 INFO     [Step 1000] Avg. Loss = 0.449020, Learning Rate = 0.00500000 (8.54 samples/sec; ETA 4.6 hrs)
2019-12-30 15:52:15 INFO     [Step 1020] Avg. Loss = 0.430667, Learning Rate = 0.00500000 (8.61 samples/sec; ETA 4.5 hrs)
2019-12-30 15:52:24 INFO     [Step 1040] Avg. Loss = 0.441232, Learning Rate = 0.00500000 (8.61 samples/sec; ETA 4.5 hrs)
2019-12-30 15:52:34 INFO     [Step 1060] Avg. Loss = 0.439849, Learning Rate = 0.00500000 (8.53 samples/sec; ETA 4.6 hrs)
2019-12-30 15:52:43 INFO     [Step 1080] Avg. Loss = 0.430338, Learning Rate = 0.00500000 (8.47 samples/sec; ETA 4.6 hrs)
2019-12-30 15:52:52 INFO     [Step 1100] Avg. Loss = 0.444815, Learning Rate = 0.00500000 (8.49 samples/sec; ETA 4.6 hrs)
2019-12-30 15:53:02 INFO     [Step 1120] Avg. Loss = 0.441445, Learning Rate = 0.00500000 (8.63 samples/sec; ETA 4.5 hrs)
2019-12-30 15:53:11 INFO     [Step 1140] Avg. Loss = 0.418608, Learning Rate = 0.00500000 (8.49 samples/sec; ETA 4.6 hrs)
2019-12-30 15:53:20 INFO     [Step 1160] Avg. Loss = 0.415832, Learning Rate = 0.00500000 (8.62 samples/sec; ETA 4.5 hrs)
2019-12-30 15:53:30 INFO     [Step 1180] Avg. Loss = 0.417906, Learning Rate = 0.00500000 (8.52 samples/sec; ETA 4.5 hrs)
2019-12-30 15:53:39 INFO     [Step 1200] Avg. Loss = 0.414770, Learning Rate = 0.00500000 (8.54 samples/sec; ETA 4.5 hrs)
2019-12-30 15:53:49 INFO     [Step 1220] Avg. Loss = 0.428623, Learning Rate = 0.00500000 (8.52 samples/sec; ETA 4.5 hrs)
2019-12-30 15:53:58 INFO     [Step 1240] Avg. Loss = 0.431314, Learning Rate = 0.00500000 (8.57 samples/sec; ETA 4.5 hrs)
2019-12-30 15:54:07 INFO     [Step 1260] Avg. Loss = 0.424259, Learning Rate = 0.00500000 (8.55 samples/sec; ETA 4.5 hrs)
2019-12-30 15:54:17 INFO     [Step 1280] Avg. Loss = 0.412772, Learning Rate = 0.00500000 (8.48 samples/sec; ETA 4.6 hrs)
2019-12-30 15:54:26 INFO     [Step 1300] Avg. Loss = 0.417456, Learning Rate = 0.00500000 (8.56 samples/sec; ETA 4.5 hrs)
2019-12-30 15:54:35 INFO     [Step 1320] Avg. Loss = 0.413171, Learning Rate = 0.00500000 (8.63 samples/sec; ETA 4.5 hrs)
2019-12-30 15:54:45 INFO     [Step 1340] Avg. Loss = 0.407211, Learning Rate = 0.00500000 (8.61 samples/sec; ETA 4.5 hrs)
2019-12-30 15:54:54 INFO     [Step 1360] Avg. Loss = 0.400451, Learning Rate = 0.00500000 (8.54 samples/sec; ETA 4.5 hrs)
2019-12-30 15:55:03 INFO     [Step 1380] Avg. Loss = 0.398939, Learning Rate = 0.00500000 (8.54 samples/sec; ETA 4.5 hrs)
2019-12-30 15:55:13 INFO     [Step 1400] Avg. Loss = 0.381895, Learning Rate = 0.00500000 (8.57 samples/sec; ETA 4.5 hrs)
2019-12-30 15:55:22 INFO     [Step 1420] Avg. Loss = 0.386021, Learning Rate = 0.00500000 (8.58 samples/sec; ETA 4.5 hrs)
2019-12-30 15:55:31 INFO     [Step 1440] Avg. Loss = 0.386031, Learning Rate = 0.00500000 (8.61 samples/sec; ETA 4.5 hrs)
2019-12-30 15:55:41 INFO     [Step 1460] Avg. Loss = 0.389613, Learning Rate = 0.00500000 (8.55 samples/sec; ETA 4.5 hrs)
2019-12-30 15:55:50 INFO     [Step 1480] Avg. Loss = 0.389632, Learning Rate = 0.00500000 (8.58 samples/sec; ETA 4.5 hrs)
2019-12-30 15:55:59 INFO     [Step 1500] Avg. Loss = 0.382471, Learning Rate = 0.00500000 (8.61 samples/sec; ETA 4.5 hrs)
2019-12-30 15:56:09 INFO     [Step 1520] Avg. Loss = 0.363401, Learning Rate = 0.00500000 (8.46 samples/sec; ETA 4.5 hrs)
2019-12-30 15:56:18 INFO     [Step 1540] Avg. Loss = 0.353823, Learning Rate = 0.00500000 (8.55 samples/sec; ETA 4.5 hrs)
2019-12-30 15:56:27 INFO     [Step 1560] Avg. Loss = 0.353104, Learning Rate = 0.00500000 (8.50 samples/sec; ETA 4.5 hrs)
2019-12-30 15:56:37 INFO     [Step 1580] Avg. Loss = 0.357842, Learning Rate = 0.00500000 (8.62 samples/sec; ETA 4.4 hrs)
2019-12-30 15:56:46 INFO     [Step 1600] Avg. Loss = 0.359405, Learning Rate = 0.00500000 (8.57 samples/sec; ETA 4.5 hrs)
2019-12-30 15:56:55 INFO     [Step 1620] Avg. Loss = 0.358564, Learning Rate = 0.00500000 (8.55 samples/sec; ETA 4.5 hrs)
2019-12-30 15:57:05 INFO     [Step 1640] Avg. Loss = 0.368884, Learning Rate = 0.00500000 (8.62 samples/sec; ETA 4.4 hrs)
2019-12-30 15:57:14 INFO     [Step 1660] Avg. Loss = 0.367308, Learning Rate = 0.00500000 (8.48 samples/sec; ETA 4.5 hrs)
2019-12-30 15:57:23 INFO     [Step 1680] Avg. Loss = 0.359721, Learning Rate = 0.00500000 (8.65 samples/sec; ETA 4.4 hrs)
2019-12-30 15:57:33 INFO     [Step 1700] Avg. Loss = 0.365150, Learning Rate = 0.00500000 (8.57 samples/sec; ETA 4.4 hrs)
2019-12-30 15:57:42 INFO     [Step 1720] Avg. Loss = 0.386764, Learning Rate = 0.00500000 (8.47 samples/sec; ETA 4.5 hrs)
2019-12-30 15:57:51 INFO     [Step 1740] Avg. Loss = 0.382006, Learning Rate = 0.00500000 (8.60 samples/sec; ETA 4.4 hrs)
2019-12-30 15:58:01 INFO     [Step 1760] Avg. Loss = 0.378266, Learning Rate = 0.00500000 (8.58 samples/sec; ETA 4.4 hrs)
2019-12-30 15:58:10 INFO     [Step 1780] Avg. Loss = 0.386056, Learning Rate = 0.00500000 (8.56 samples/sec; ETA 4.4 hrs)
2019-12-30 15:58:19 INFO     [Step 1800] Avg. Loss = 0.374279, Learning Rate = 0.00500000 (8.56 samples/sec; ETA 4.4 hrs)
2019-12-30 15:58:29 INFO     [Step 1820] Avg. Loss = 0.354281, Learning Rate = 0.00500000 (8.63 samples/sec; ETA 4.4 hrs)
2019-12-30 15:58:38 INFO     [Step 1840] Avg. Loss = 0.350106, Learning Rate = 0.00500000 (8.68 samples/sec; ETA 4.4 hrs)
2019-12-30 15:58:47 INFO     [Step 1860] Avg. Loss = 0.345442, Learning Rate = 0.00500000 (8.55 samples/sec; ETA 4.4 hrs)
2019-12-30 15:58:57 INFO     [Step 1880] Avg. Loss = 0.347988, Learning Rate = 0.00500000 (8.52 samples/sec; ETA 4.4 hrs)
2019-12-30 15:59:06 INFO     [Step 1900] Avg. Loss = 0.355943, Learning Rate = 0.00500000 (8.59 samples/sec; ETA 4.4 hrs)
2019-12-30 15:59:15 INFO     [Step 1920] Avg. Loss = 0.362626, Learning Rate = 0.00500000 (8.59 samples/sec; ETA 4.4 hrs)
2019-12-30 15:59:25 INFO     [Step 1940] Avg. Loss = 0.370592, Learning Rate = 0.00500000 (8.54 samples/sec; ETA 4.4 hrs)
2019-12-30 15:59:34 INFO     [Step 1960] Avg. Loss = 0.366799, Learning Rate = 0.00500000 (8.51 samples/sec; ETA 4.4 hrs)
2019-12-30 15:59:43 INFO     [Step 1980] Avg. Loss = 0.361240, Learning Rate = 0.00500000 (8.53 samples/sec; ETA 4.4 hrs)
2019-12-30 15:59:53 INFO     [Step 2000] Avg. Loss = 0.355829, Learning Rate = 0.00500000 (8.56 samples/sec; ETA 4.4 hrs)
2019-12-30 16:00:02 INFO     [Step 2020] Avg. Loss = 0.348105, Learning Rate = 0.00500000 (8.47 samples/sec; ETA 4.5 hrs)
2019-12-30 16:00:12 INFO     [Step 2040] Avg. Loss = 0.338670, Learning Rate = 0.00500000 (8.51 samples/sec; ETA 4.4 hrs)
2019-12-30 16:00:21 INFO     [Step 2060] Avg. Loss = 0.334692, Learning Rate = 0.00500000 (8.46 samples/sec; ETA 4.5 hrs)
2019-12-30 16:00:30 INFO     [Step 2080] Avg. Loss = 0.334842, Learning Rate = 0.00500000 (8.58 samples/sec; ETA 4.4 hrs)
2019-12-30 16:00:40 INFO     [Step 2100] Avg. Loss = 0.332848, Learning Rate = 0.00500000 (8.53 samples/sec; ETA 4.4 hrs)
2019-12-30 16:00:49 INFO     [Step 2120] Avg. Loss = 0.329409, Learning Rate = 0.00500000 (8.50 samples/sec; ETA 4.4 hrs)
2019-12-30 16:00:59 INFO     [Step 2140] Avg. Loss = 0.326291, Learning Rate = 0.00500000 (8.56 samples/sec; ETA 4.4 hrs)
2019-12-30 16:01:08 INFO     [Step 2160] Avg. Loss = 0.340994, Learning Rate = 0.00500000 (8.53 samples/sec; ETA 4.4 hrs)
2019-12-30 16:01:17 INFO     [Step 2180] Avg. Loss = 0.330571, Learning Rate = 0.00500000 (8.65 samples/sec; ETA 4.3 hrs)
2019-12-30 16:01:27 INFO     [Step 2200] Avg. Loss = 0.337282, Learning Rate = 0.00500000 (8.47 samples/sec; ETA 4.4 hrs)
2019-12-30 16:01:36 INFO     [Step 2220] Avg. Loss = 0.342488, Learning Rate = 0.00500000 (8.48 samples/sec; ETA 4.4 hrs)
2019-12-30 16:01:45 INFO     [Step 2240] Avg. Loss = 0.355066, Learning Rate = 0.00500000 (8.56 samples/sec; ETA 4.4 hrs)
2019-12-30 16:01:55 INFO     [Step 2260] Avg. Loss = 0.343269, Learning Rate = 0.00500000 (8.63 samples/sec; ETA 4.3 hrs)
2019-12-30 16:02:04 INFO     [Step 2280] Avg. Loss = 0.347358, Learning Rate = 0.00500000 (8.48 samples/sec; ETA 4.4 hrs)
2019-12-30 16:02:14 INFO     [Step 2300] Avg. Loss = 0.338453, Learning Rate = 0.00500000 (8.48 samples/sec; ETA 4.4 hrs)
2019-12-30 16:02:23 INFO     [Step 2320] Avg. Loss = 0.342334, Learning Rate = 0.00500000 (8.49 samples/sec; ETA 4.4 hrs)
2019-12-30 16:02:32 INFO     [Step 2340] Avg. Loss = 0.347736, Learning Rate = 0.00500000 (8.62 samples/sec; ETA 4.3 hrs)
2019-12-30 16:02:42 INFO     [Step 2360] Avg. Loss = 0.355029, Learning Rate = 0.00500000 (8.61 samples/sec; ETA 4.3 hrs)
2019-12-30 16:02:51 INFO     [Step 2380] Avg. Loss = 0.356382, Learning Rate = 0.00500000 (8.59 samples/sec; ETA 4.4 hrs)
2019-12-30 16:03:00 INFO     [Step 2400] Avg. Loss = 0.354236, Learning Rate = 0.00500000 (8.64 samples/sec; ETA 4.3 hrs)
2019-12-30 16:03:10 INFO     [Step 2420] Avg. Loss = 0.350424, Learning Rate = 0.00500000 (8.54 samples/sec; ETA 4.4 hrs)
2019-12-30 16:03:19 INFO     [Step 2440] Avg. Loss = 0.331840, Learning Rate = 0.00500000 (8.58 samples/sec; ETA 4.3 hrs)
2019-12-30 16:03:28 INFO     [Step 2460] Avg. Loss = 0.322594, Learning Rate = 0.00500000 (8.44 samples/sec; ETA 4.4 hrs)
2019-12-30 16:03:38 INFO     [Step 2480] Avg. Loss = 0.323153, Learning Rate = 0.00500000 (8.56 samples/sec; ETA 4.4 hrs)
2019-12-30 16:03:47 INFO     [Step 2500] Avg. Loss = 0.326564, Learning Rate = 0.00500000 (8.51 samples/sec; ETA 4.4 hrs)
2019-12-30 16:03:56 INFO     [Step 2520] Avg. Loss = 0.325896, Learning Rate = 0.00500000 (8.64 samples/sec; ETA 4.3 hrs)
2019-12-30 16:04:06 INFO     [Step 2540] Avg. Loss = 0.331179, Learning Rate = 0.00500000 (8.55 samples/sec; ETA 4.3 hrs)
2019-12-30 16:04:15 INFO     [Step 2560] Avg. Loss = 0.343194, Learning Rate = 0.00500000 (8.50 samples/sec; ETA 4.4 hrs)
2019-12-30 16:04:25 INFO     [Step 2580] Avg. Loss = 0.341634, Learning Rate = 0.00500000 (8.55 samples/sec; ETA 4.3 hrs)
2019-12-30 16:04:34 INFO     [Step 2600] Avg. Loss = 0.341412, Learning Rate = 0.00500000 (8.58 samples/sec; ETA 4.3 hrs)
2019-12-30 16:04:43 INFO     [Step 2620] Avg. Loss = 0.339526, Learning Rate = 0.00500000 (8.61 samples/sec; ETA 4.3 hrs)
2019-12-30 16:04:52 INFO     [Step 2640] Avg. Loss = 0.338338, Learning Rate = 0.00500000 (8.55 samples/sec; ETA 4.3 hrs)
2019-12-30 16:05:02 INFO     [Step 2660] Avg. Loss = 0.327929, Learning Rate = 0.00500000 (8.47 samples/sec; ETA 4.4 hrs)
2019-12-30 16:05:11 INFO     [Step 2680] Avg. Loss = 0.324900, Learning Rate = 0.00500000 (8.45 samples/sec; ETA 4.4 hrs)
2019-12-30 16:05:21 INFO     [Step 2700] Avg. Loss = 0.311881, Learning Rate = 0.00500000 (8.54 samples/sec; ETA 4.3 hrs)
2019-12-30 16:05:30 INFO     [Step 2720] Avg. Loss = 0.305279, Learning Rate = 0.00500000 (8.58 samples/sec; ETA 4.3 hrs)
2019-12-30 16:05:39 INFO     [Step 2740] Avg. Loss = 0.300250, Learning Rate = 0.00500000 (8.57 samples/sec; ETA 4.3 hrs)
2019-12-30 16:05:49 INFO     [Step 2760] Avg. Loss = 0.299380, Learning Rate = 0.00500000 (8.71 samples/sec; ETA 4.2 hrs)
2019-12-30 16:05:58 INFO     [Step 2780] Avg. Loss = 0.308003, Learning Rate = 0.00500000 (8.48 samples/sec; ETA 4.4 hrs)
2019-12-30 16:06:07 INFO     [Step 2800] Avg. Loss = 0.313034, Learning Rate = 0.00500000 (8.52 samples/sec; ETA 4.3 hrs)
2019-12-30 16:06:17 INFO     [Step 2820] Avg. Loss = 0.318385, Learning Rate = 0.00500000 (8.54 samples/sec; ETA 4.3 hrs)
2019-12-30 16:06:26 INFO     [Step 2840] Avg. Loss = 0.322595, Learning Rate = 0.00500000 (8.65 samples/sec; ETA 4.3 hrs)
2019-12-30 16:06:35 INFO     [Step 2860] Avg. Loss = 0.325616, Learning Rate = 0.00500000 (8.59 samples/sec; ETA 4.3 hrs)
2019-12-30 16:06:45 INFO     [Step 2880] Avg. Loss = 0.317832, Learning Rate = 0.00500000 (8.58 samples/sec; ETA 4.3 hrs)
2019-12-30 16:06:54 INFO     [Step 2900] Avg. Loss = 0.320371, Learning Rate = 0.00500000 (8.56 samples/sec; ETA 4.3 hrs)
2019-12-30 16:07:03 INFO     [Step 2920] Avg. Loss = 0.320885, Learning Rate = 0.00500000 (8.66 samples/sec; ETA 4.2 hrs)
2019-12-30 16:07:13 INFO     [Step 2940] Avg. Loss = 0.315522, Learning Rate = 0.00500000 (8.55 samples/sec; ETA 4.3 hrs)
2019-12-30 16:07:22 INFO     [Step 2960] Avg. Loss = 0.311756, Learning Rate = 0.00500000 (8.68 samples/sec; ETA 4.2 hrs)
